Author	Treatment	Cause	PMID Count	PMIDs
Sadiq Umar	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	32415262
Nadera Sweiss	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	32415262
Shiva Shahrara	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	32415262
Yuyoung Song	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	32977406
Minseon Kim	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	32977406
Yongae Kim	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	32977406
Undurti N Das	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	35701524
Wen-Wei Lin	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	34975855
Tian-Lu Cheng	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	34975855
Hsin-Kai Huang	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	34975855
Yu Jeong Lee	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	33717104
Tae-Jong Kim	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	33717104
Eun Jeong Won	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	33717104
Jiang Bian	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	33117376
Weiyun Shi	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	33117376
Qingguo Ruan	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	33117376
Yu Liu	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	32622513
Qianjin Lu	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	32622513
Wenqiang Zhai	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	33242574
Taishan Hu	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	33242574
Lei Chen	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	33242574
Ana Carolina Matias Dinelly Pinto	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	36389831
Georg Schett	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	36389831
Francisco Airton Castro Rocha	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	36389831
E Riyadh Mohsen	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	35096346
N H Ali	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	35096346
H A Aldaoseri	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	35096346
Qi Zhang	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	38892148
Xiaoyun Lu	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	38892148
Xiaoyi Xia	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	36424369
Li Yang	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	36424369
Junwei He	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	36424369
Eun-Jung Kang	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	31894253
Yong-Hoon Kim	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	31894253
Chul-Ho Lee	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	31894253
Cristina Municio	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	33569065
Gabriel Criado	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	33569065
Volatiana Rakotoarivelo	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	39064959
Vincenzo Di Marzo	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	39064959
Torsten Lowin	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	35920857
Georg Pongratz	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	35920857
Igbayilola Yusuff Dimeji	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	40216179
Adekola Saheed Ayodeji	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	40216179
Alice Brandli	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	35039609
Erica L Fletcher	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	35039609
Saleela M Ruwanpura	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	31967851
Belinda J Thomas	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	31967851
Philip G Bardin	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	31967851
Chao Meng	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	38692011
Tieying Sun	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	38692011
Yugo Okabe	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	39384840
Akira Shimizu	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	39384840
Yasuhiro Terasaki	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	39384840
Alessandro Venosa	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	33647319
Debra L Laskin	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	33647319
Andrew J Gow	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	33647319
Catherine Overed-Sayer	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 16: Unveiling Novel Targets and Immune Mechanisms in COPD Pathogenesis: From Muscle Metabolism to Macrophage Polarization	1	32709610
